Age,Education,Marital_Status,Income,Kidhome,Teenhome,AmntWines,AmntFruits,AmntMeatProducts,AmntFishProducts,AmntSweetProducts,AmntGoldProds,Country,Income_groups,age_range,AmntAll,ClusterId
58,PhD,Single,36736,1,1,10,0,3,0,0,4,RUS,20k-40k,55-65,17,1
69,Master,Single,8820,1,1,12,0,13,4,2,4,CAN,0-20k,65+,35,0
58,Basic,Together,14918,0,1,3,3,3,15,4,15,IND,0-20k,55-65,43,0
47,Graduation,Together,56715,0,0,258,105,239,237,172,9,RUS,40k-60k,45-55,1020,3
43,Basic,Together,24882,1,0,1,4,10,29,0,36,IND,20k-40k,35-45,80,0
43,Basic,Together,24882,1,0,1,4,10,29,0,36,RUS,20k-40k,35-45,80,0
69,Master,Together,40442,1,1,45,12,52,25,22,13,ZAF,40k-60k,65+,169,1
56,2n Cycle,Divorced,64176,0,1,1215,33,249,64,116,149,RUS,60k-80k,55-65,1826,3
38,PhD,Married,23536,1,0,6,0,3,0,0,1,RUS,20k-40k,35-45,10,0
63,Graduation,Divorced,35246,1,1,36,0,12,2,2,10,ZAF,20k-40k,55-65,62,1
43,Graduation,Married,28442,2,0,19,3,10,11,8,6,RUS,20k-40k,35-45,57,0
65,Graduation,Married,48195,1,1,106,27,68,52,7,5,RUS,40k-60k,55-65,265,1
39,2n Cycle,Single,74116,0,0,871,111,704,145,55,166,ZAF,60k-80k,35-45,2052,2
74,Master,Together,78093,0,0,368,32,639,13,43,10,ZAF,60k-80k,65+,1105,2
69,Master,Divorced,59354,1,1,233,2,53,3,5,14,USA,40k-60k,65+,310,3
45,2n Cycle,Together,36301,1,0,11,12,35,3,5,12,ZAF,20k-40k,35-45,78,1
78,Master,Single,77598,0,0,1193,33,281,129,66,33,RUS,60k-80k,65+,1735,2
49,Graduation,Married,62710,0,1,441,35,83,7,29,11,RUS,60k-80k,45-55,606,3
56,Graduation,Together,36317,0,1,87,3,25,3,2,13,RUS,20k-40k,55-65,133,1
50,PhD,Single,42767,2,0,20,6,43,19,5,38,ZAF,40k-60k,45-55,131,1
39,Master,Married,43815,1,0,14,10,29,4,7,15,RUS,40k-60k,35-45,79,1
50,Graduation,Divorced,44421,1,1,110,5,59,7,1,7,RUS,40k-60k,45-55,189,1
78,PhD,Divorced,48948,0,0,437,8,206,160,49,42,AUS,40k-60k,65+,902,1
78,PhD,Divorced,48948,0,0,437,8,206,160,49,42,ZAF,40k-60k,65+,902,1
71,Master,Divorced,63120,0,1,965,69,279,54,41,69,RUS,60k-80k,65+,1477,3
71,PhD,Married,55517,1,1,483,0,108,0,6,36,ZAF,40k-60k,65+,633,3
64,Graduation,Single,36864,0,1,204,5,39,17,0,89,AUS,20k-40k,55-65,354,1
43,2n Cycle,Together,72009,0,0,32,2,1607,12,4,22,IND,60k-80k,35-45,1679,3
44,Graduation,Divorced,82582,0,0,510,120,550,156,40,241,AUS,80k-100k,35-45,1617,2
63,Graduation,Divorced,79803,0,1,574,8,216,21,16,33,RUS,60k-80k,55-65,868,2
54,PhD,Single,52569,0,1,85,0,3,0,0,7,ZAF,40k-60k,45-55,95,1
73,PhD,Widow,82032,0,0,332,194,377,149,125,57,IND,80k-100k,65+,1234,2
73,PhD,Widow,82032,0,0,332,194,377,149,125,57,IND,80k-100k,65+,1234,2
49,Graduation,Married,65685,0,1,642,14,49,0,7,57,CAN,60k-80k,45-55,769,3
49,Graduation,Married,65685,0,1,642,14,49,0,7,57,AUS,60k-80k,45-55,769,3
64,PhD,Together,40451,0,2,35,0,4,0,0,10,RUS,40k-60k,55-65,49,1
48,2n Cycle,Divorced,31163,1,0,2,3,10,11,2,10,DEU,20k-40k,45-55,38,0
48,2n Cycle,Divorced,31163,1,0,2,3,10,11,2,10,CAN,20k-40k,45-55,38,0
69,Graduation,Married,35704,1,1,30,9,12,2,11,30,ZAF,20k-40k,65+,94,1
48,Graduation,Single,7500,1,0,5,3,10,12,7,20,ZAF,0-20k,45-55,57,0
38,Graduation,Together,36075,1,0,46,0,30,12,1,30,RUS,20k-40k,35-45,119,1
39,PhD,Together,70038,0,0,587,54,348,71,54,130,DEU,60k-80k,35-45,1244,3
39,PhD,Together,70038,0,0,587,54,348,71,54,130,AUS,60k-80k,35-45,1244,3
50,Graduation,Together,71796,0,0,354,21,311,167,75,32,ZAF,60k-80k,45-55,960,3
54,2n Cycle,Together,47821,1,1,9,0,16,6,6,10,RUS,40k-60k,45-55,47,1
46,PhD,Married,45503,1,0,97,4,44,6,1,18,RUS,40k-60k,45-55,170,1
43,Graduation,Single,28647,1,0,19,8,29,0,12,26,RUS,20k-40k,35-45,94,0
49,Master,Divorced,37760,1,0,26,3,13,2,10,0,RUS,20k-40k,45-55,54,1
69,PhD,Together,85431,0,0,376,53,462,168,53,53,RUS,80k-100k,65+,1165,2
66,2n Cycle,Married,72635,0,0,390,22,323,104,35,107,RUS,60k-80k,65+,981,3
66,2n Cycle,Married,72635,0,0,390,22,323,104,35,107,RUS,60k-80k,65+,981,3
73,Graduation,Married,77142,0,0,476,75,162,29,151,97,RUS,60k-80k,65+,990,2
43,Graduation,Together,53172,0,1,121,62,90,68,20,125,IND,40k-60k,35-45,486,1
53,Graduation,Single,36065,1,1,18,7,34,10,2,3,RUS,20k-40k,45-55,74,1
48,Graduation,Together,73926,0,0,627,91,597,159,91,15,CAN,60k-80k,45-55,1580,2
44,Graduation,Single,35790,1,0,12,6,20,30,1,3,AUS,20k-40k,35-45,72,1
59,Graduation,Divorced,39552,1,1,165,3,147,4,24,41,RUS,20k-40k,55-65,384,1
57,2n Cycle,Together,68316,0,1,806,80,161,120,11,33,RUS,60k-80k,55-65,1211,3
44,PhD,Together,102160,0,0,763,29,138,76,176,58,ZAF,100k-200k,35-45,1240,2
56,Master,Widow,51390,1,1,205,20,47,23,2,56,ZAF,40k-60k,55-65,353,1
40,Graduation,Single,72066,0,0,1003,34,536,134,51,34,ZAF,60k-80k,35-45,1792,3
45,Graduation,Together,21675,1,0,4,0,16,17,4,4,IND,20k-40k,35-45,45,0
56,Graduation,Married,48006,1,1,23,0,11,3,2,2,RUS,40k-60k,55-65,41,1
46,Graduation,Married,65106,0,1,790,19,133,12,0,19,RUS,60k-80k,45-55,973,3
61,Graduation,Divorced,58401,0,1,10,0,11,17,29,29,RUS,40k-60k,55-65,96,3
61,Graduation,Married,29315,1,1,13,2,14,8,7,4,ZAF,20k-40k,55-65,48,0
70,Master,Single,49389,1,1,40,0,19,2,1,3,AUS,40k-60k,65+,65,1
56,PhD,Together,51717,0,1,98,1,17,0,1,5,ZAF,40k-60k,55-65,122,1
61,2n Cycle,Widow,46779,1,1,12,1,3,0,0,7,ZAF,40k-60k,55-65,23,1
61,Master,Married,28520,1,1,11,0,10,0,2,20,RUS,20k-40k,55-65,43,0
58,Graduation,Single,34377,0,1,62,0,22,3,1,26,RUS,20k-40k,55-65,114,1
60,PhD,Divorced,54959,0,1,1148,0,60,0,0,24,RUS,40k-60k,55-65,1232,3
66,Master,Together,82384,0,0,984,51,432,180,120,190,AUS,80k-100k,65+,1957,2
65,Graduation,Single,46998,0,1,172,41,86,45,6,27,RUS,40k-60k,55-65,377,1
53,Graduation,Together,58554,1,1,368,24,68,38,0,88,USA,40k-60k,45-55,586,3
53,Graduation,Together,58554,1,1,368,24,68,38,0,88,IND,40k-60k,45-55,586,3
67,PhD,Divorced,57333,0,1,941,14,397,76,58,176,RUS,40k-60k,65+,1662,3
27,Graduation,Together,80685,0,0,241,45,604,34,26,54,RUS,80k-100k,25-35,1004,2
56,Graduation,Together,52117,0,1,112,10,107,30,0,20,RUS,40k-60k,55-65,279,1
49,PhD,Together,62220,0,1,799,12,375,16,12,12,DEU,60k-80k,45-55,1226,3
75,PhD,Together,64014,2,1,406,0,30,0,0,8,CAN,60k-80k,65+,444,3
75,PhD,Together,64014,2,1,406,0,30,0,0,8,ZAF,60k-80k,65+,444,3
66,Master,Divorced,46390,0,1,95,14,64,2,9,38,USA,40k-60k,65+,222,1
42,Graduation,Together,75507,0,0,709,93,374,104,80,80,DEU,60k-80k,35-45,1440,2
42,Graduation,Together,75507,0,0,709,93,374,104,80,80,AUS,60k-80k,35-45,1440,2
70,Master,Married,59412,0,0,90,67,165,30,43,11,RUS,40k-60k,65+,406,3
53,PhD,Divorced,50616,0,1,128,0,16,0,1,4,RUS,40k-60k,45-55,149,1
52,Master,Together,35924,1,1,8,0,14,2,3,7,ZAF,20k-40k,45-55,34,1
39,2n Cycle,Married,57937,0,1,261,42,144,55,48,133,ZAF,40k-60k,35-45,683,3
37,PhD,Married,73356,0,0,1050,14,322,0,14,112,RUS,60k-80k,35-45,1512,2
47,Master,Together,21255,1,0,29,0,25,2,2,3,RUS,20k-40k,45-55,61,0
47,Master,Married,58494,0,1,298,7,68,4,0,19,ZAF,40k-60k,45-55,396,3
52,Graduation,Married,72460,0,0,377,10,540,80,30,10,ZAF,60k-80k,45-55,1047,3
30,PhD,Together,68682,0,0,919,0,505,99,30,45,RUS,60k-80k,25-35,1598,3
30,PhD,Together,68682,0,0,919,0,505,99,30,45,RUS,60k-80k,25-35,1598,3
40,Master,Married,36959,1,0,25,6,25,6,0,0,RUS,20k-40k,35-45,62,1
50,PhD,Married,46463,1,1,163,2,40,8,11,11,RUS,40k-60k,45-55,235,1
42,Graduation,Single,61825,0,1,162,50,100,55,30,27,RUS,60k-80k,35-45,424,3
42,Graduation,Single,61825,0,1,162,50,100,55,30,27,RUS,60k-80k,35-45,424,3
32,Graduation,Married,28691,1,0,5,4,13,8,0,4,RUS,20k-40k,25-35,34,0
32,Graduation,Married,28691,1,0,5,4,13,8,0,4,RUS,20k-40k,25-35,34,0
45,Graduation,Together,54058,0,1,198,18,252,32,108,54,RUS,40k-60k,35-45,662,3
46,Graduation,Single,84196,0,1,215,63,507,231,31,190,RUS,80k-100k,45-55,1237,2
58,Master,Together,38620,0,0,112,17,44,34,22,89,AUS,20k-40k,55-65,318,1
58,Master,Together,38620,0,0,112,17,44,34,22,89,DEU,20k-40k,55-65,318,1
48,Graduation,Single,3502,1,0,2,1,1,0,0,1,IND,0-20k,45-55,5,0
64,Graduation,Married,47743,0,1,198,2,43,0,12,20,RUS,40k-60k,55-65,275,1
72,PhD,Married,80360,0,0,1493,86,454,112,43,43,RUS,80k-100k,65+,2231,2
50,Graduation,Married,66303,0,1,1090,12,96,16,12,60,RUS,60k-80k,45-55,1286,3
52,Graduation,Married,52413,0,2,295,106,271,75,98,65,CAN,40k-60k,45-55,910,1
65,Graduation,Single,60714,0,0,216,162,224,101,92,162,ZAF,60k-80k,55-65,957,3
37,Master,Single,31385,1,0,3,2,12,0,1,9,RUS,20k-40k,35-45,27,0
26,2n Cycle,Single,83257,0,0,536,27,590,38,107,67,RUS,80k-100k,25-35,1365,2
46,PhD,Married,80427,0,1,1149,71,449,69,71,26,IND,80k-100k,45-55,1835,2
72,Graduation,Together,38823,0,1,70,0,11,2,8,23,RUS,20k-40k,65+,114,1
44,Graduation,Married,42014,1,0,244,15,108,4,15,50,CAN,40k-60k,35-45,436,1
44,Graduation,Married,42014,1,0,244,15,108,4,15,50,ZAF,40k-60k,35-45,436,1
73,PhD,Together,76140,0,0,586,66,653,17,0,26,RUS,60k-80k,65+,1348,2
57,2n Cycle,Divorced,41713,1,1,77,8,44,10,10,25,CAN,40k-60k,55-65,174,1
67,PhD,Married,62670,0,1,539,30,92,80,46,38,ZAF,60k-80k,65+,825,3
49,2n Cycle,Married,70932,0,1,200,193,100,46,185,185,RUS,60k-80k,45-55,909,3
70,PhD,Married,78939,0,0,794,115,243,150,0,205,DEU,60k-80k,65+,1507,2
61,Graduation,Together,44512,1,1,23,1,6,0,0,2,ZAF,40k-60k,55-65,32,1
53,Graduation,Married,63967,0,1,387,84,141,73,35,162,RUS,60k-80k,45-55,882,3
73,Graduation,Single,90842,0,0,774,70,118,182,187,93,RUS,80k-100k,65+,1424,2
74,PhD,Widow,25358,0,1,19,0,5,0,0,8,ZAF,20k-40k,65+,32,0
39,Graduation,Single,67098,1,0,11,3,22,2,2,6,AUS,60k-80k,35-45,46,3
39,Graduation,Single,28567,1,0,11,3,22,2,2,6,RUS,20k-40k,35-45,46,0
43,Graduation,Married,66373,1,1,328,9,124,12,24,109,AUS,60k-80k,35-45,606,3
43,Graduation,Married,66373,1,1,328,9,124,12,24,109,AUS,60k-80k,35-45,606,3
69,Graduation,Together,83844,0,0,901,31,345,75,31,191,DEU,80k-100k,65+,1574,2
69,Graduation,Together,83844,0,0,901,31,345,75,31,191,RUS,80k-100k,65+,1574,2
69,Graduation,Together,83844,0,0,901,31,345,75,31,191,CAN,80k-100k,65+,1574,2
53,PhD,Divorced,83664,1,1,866,21,151,28,21,86,RUS,80k-100k,45-55,1173,2
70,Master,Married,27450,0,0,37,12,23,8,11,52,RUS,20k-40k,65+,143,0
43,PhD,Single,54880,1,0,308,85,137,102,45,118,RUS,40k-60k,35-45,795,3
56,PhD,Married,71322,0,1,753,43,226,69,10,204,RUS,60k-80k,55-65,1305,3
45,PhD,Single,60000,0,1,1048,0,217,0,0,12,RUS,40k-60k,35-45,1277,3
52,Master,Together,65176,0,1,960,28,183,220,70,70,ZAF,60k-80k,45-55,1531,3
69,PhD,Together,61010,0,1,888,0,57,0,0,76,CAN,60k-80k,65+,1021,3
40,Graduation,Together,31089,1,0,31,3,31,2,8,4,RUS,20k-40k,35-45,79,0
33,Graduation,Single,20518,1,0,4,1,6,4,1,9,RUS,20k-40k,25-35,25,0
73,PhD,Married,34469,1,1,19,6,20,0,5,12,ZAF,20k-40k,65+,62,1
69,Graduation,Married,28332,0,0,14,10,13,4,15,9,DEU,20k-40k,65+,65,0
56,Graduation,Together,33456,1,1,7,3,10,8,1,7,IND,20k-40k,55-65,36,0
53,PhD,Married,38443,1,1,32,0,5,0,0,1,RUS,20k-40k,45-55,38,1
48,Graduation,Single,65333,0,1,654,7,92,0,15,30,CAN,60k-80k,45-55,798,3
69,Graduation,Divorced,82623,0,0,204,34,204,172,153,173,RUS,80k-100k,65+,940,2
50,Graduation,Married,73691,0,1,707,21,250,85,43,73,RUS,60k-80k,45-55,1179,2
74,Graduation,Together,74485,0,0,499,149,815,173,49,49,RUS,60k-80k,65+,1734,2
66,Graduation,Together,65748,0,1,172,73,93,95,78,34,RUS,60k-80k,65+,545,3
39,Basic,Single,24367,1,0,2,4,2,0,11,5,RUS,20k-40k,35-45,24,0
50,Graduation,Single,91700,0,0,576,172,961,125,115,19,RUS,80k-100k,45-55,1968,2
64,PhD,Married,82017,0,0,184,23,446,30,23,23,CAN,80k-100k,55-65,729,2
64,Graduation,Single,58138,0,0,635,88,546,172,88,88,USA,40k-60k,55-65,1617,3
68,Master,Married,59354,0,2,295,21,78,39,13,13,CAN,40k-60k,65+,459,3
66,PhD,Married,58482,0,1,576,7,115,19,7,7,CAN,40k-60k,65+,731,3
45,Graduation,Together,29478,1,0,8,0,7,3,1,1,RUS,20k-40k,35-45,20,0
49,Graduation,Together,64474,0,1,381,35,172,56,86,93,RUS,60k-80k,45-55,823,3
46,Master,Single,31160,1,0,16,3,25,6,1,13,ZAF,20k-40k,45-55,64,0
49,Graduation,Married,40321,1,1,44,4,21,6,0,27,RUS,40k-60k,45-55,102,1
49,Graduation,Married,40321,1,1,44,4,21,6,0,27,RUS,40k-60k,45-55,102,1
50,Graduation,Single,55239,0,1,371,17,238,23,24,106,ZAF,40k-60k,45-55,779,3
78,PhD,Widow,57513,0,0,735,40,183,52,20,30,RUS,40k-60k,65+,1060,3
42,Graduation,Together,85693,0,1,386,172,183,185,132,111,CAN,80k-100k,35-45,1169,2
44,Graduation,Married,71855,0,1,548,31,422,0,112,28,ZAF,60k-80k,35-45,1141,3
45,Basic,Married,7500,0,0,6,16,11,11,1,16,USA,0-20k,35-45,61,0
50,PhD,Married,71969,0,1,1000,0,76,0,0,10,IND,60k-80k,45-55,1086,3
44,PhD,Married,28973,0,0,206,0,46,3,2,12,RUS,20k-40k,35-45,269,0
70,Graduation,Single,80872,0,0,483,72,567,94,12,108,RUS,80k-100k,65+,1336,2
65,PhD,Married,84117,0,0,611,76,749,59,45,26,CAN,80k-100k,55-65,1566,2
63,2n Cycle,Single,38741,1,1,7,10,17,8,6,13,DEU,20k-40k,55-65,61,1
48,Master,Married,38961,1,0,19,7,19,0,1,24,RUS,20k-40k,45-55,70,1
53,Graduation,Single,75922,0,0,265,138,553,224,23,92,ZAF,60k-80k,45-55,1295,2
56,Master,Married,56962,2,1,292,3,77,10,3,26,AUS,40k-60k,55-65,411,3
56,Master,Married,56962,2,1,292,3,77,10,3,26,ZAF,40k-60k,55-65,411,3
72,Graduation,Widow,70165,0,0,161,0,253,199,191,122,RUS,60k-80k,65+,926,3
48,Graduation,Married,65308,0,0,713,0,264,120,80,34,USA,60k-80k,45-55,1211,3
70,Master,Together,29298,1,1,6,0,2,2,0,1,RUS,20k-40k,65+,11,0
54,PhD,Married,63246,0,2,593,30,91,29,22,7,RUS,60k-80k,45-55,772,3
69,Graduation,Together,33402,1,1,26,2,19,10,5,8,DEU,20k-40k,65+,70,0
31,Graduation,Single,96843,0,0,448,71,951,40,17,17,RUS,80k-100k,25-35,1544,2
35,PhD,Married,82333,0,0,1311,0,359,46,89,17,DEU,80k-100k,25-35,1822,2
72,Graduation,Widow,72643,0,0,526,80,553,123,94,53,RUS,60k-80k,65+,1429,3
39,PhD,Together,32313,1,0,86,4,56,2,4,7,RUS,20k-40k,35-45,159,0
65,Master,Single,55284,0,1,547,7,140,0,7,63,IND,40k-60k,55-65,764,3
42,Graduation,Divorced,15287,1,0,1,2,8,4,3,13,ZAF,0-20k,35-45,31,0
42,Graduation,Divorced,15287,1,0,1,2,8,4,3,13,RUS,0-20k,35-45,31,0
34,PhD,Married,51563,0,0,1166,0,48,0,0,36,ZAF,40k-60k,25-35,1250,1
45,Master,Married,81929,1,0,1486,55,278,49,0,185,AUS,80k-100k,35-45,2053,2
68,PhD,Together,53593,1,1,349,4,78,6,0,43,AUS,40k-60k,65+,480,3
48,Master,Married,60432,0,1,365,3,15,4,3,11,ZAF,60k-80k,45-55,401,3
64,Master,Married,66726,1,1,349,7,35,0,0,47,RUS,60k-80k,55-65,438,3
62,Graduation,Single,62450,0,1,515,47,267,62,66,38,IND,60k-80k,55-65,995,3
46,2n Cycle,Single,49514,1,0,88,39,78,58,13,93,IND,40k-60k,45-55,369,1
49,PhD,Married,43269,1,0,10,1,7,0,0,1,DEU,40k-60k,45-55,19,1
62,PhD,Married,33762,2,1,53,1,34,2,0,16,CAN,20k-40k,55-65,106,1
55,Graduation,Together,60894,0,1,606,7,155,10,0,54,RUS,60k-80k,45-55,832,3
62,Graduation,Together,87771,0,1,1492,38,287,50,57,33,RUS,80k-100k,55-65,1957,2
62,Graduation,Together,87771,0,1,1492,38,287,50,57,33,CAN,80k-100k,55-65,1957,2
66,Graduation,Married,50737,0,1,78,0,11,0,0,10,RUS,40k-60k,65+,99,1
65,Graduation,Divorced,26150,2,1,5,1,13,3,5,1,RUS,20k-40k,55-65,28,0
70,Graduation,Married,57304,0,1,356,80,329,138,17,106,RUS,40k-60k,65+,1026,3
70,Graduation,Married,71107,0,1,533,10,217,198,174,195,RUS,60k-80k,65+,1327,3
46,Master,Together,53253,1,1,216,9,57,20,9,125,CAN,40k-60k,45-55,436,1
63,Graduation,Married,81320,0,0,183,33,493,59,103,57,ZAF,80k-100k,55-65,928,2
29,2n Cycle,Married,87000,0,0,196,25,607,67,17,49,AUS,80k-100k,25-35,961,2
47,Graduation,Married,40049,0,1,91,65,52,10,44,28,IND,40k-60k,45-55,290,1
51,Graduation,Married,63684,0,1,575,80,428,208,93,80,RUS,60k-80k,45-55,1464,3
51,Graduation,Married,69016,0,1,726,53,363,123,107,161,RUS,60k-80k,45-55,1533,3
42,Graduation,Married,7500,0,1,5,2,3,3,0,5,RUS,0-20k,35-45,18,0
64,Graduation,Married,73803,0,1,833,80,363,52,26,174,CAN,60k-80k,55-65,1528,2
48,2n Cycle,Married,46094,1,1,12,2,20,3,2,5,RUS,40k-60k,45-55,44,1
48,PhD,Married,85844,0,0,938,19,843,25,95,38,RUS,80k-100k,45-55,1958,2
66,Master,Married,38452,1,1,56,0,14,0,0,2,RUS,20k-40k,65+,72,1
66,Master,Married,38452,1,1,56,0,14,0,0,2,RUS,20k-40k,65+,72,1
66,Graduation,Married,80395,0,0,445,25,706,80,76,48,AUS,80k-100k,65+,1380,2
33,Graduation,Together,87679,0,0,1259,172,815,97,148,33,CAN,80k-100k,25-35,2524,2
72,Master,Divorced,35416,0,0,248,3,81,4,3,51,ZAF,20k-40k,65+,390,1
75,PhD,Together,44124,0,1,284,0,55,0,6,52,RUS,40k-60k,65+,397,1
63,PhD,Single,50729,1,1,239,13,143,45,4,52,ZAF,40k-60k,55-65,496,1
68,Graduation,Together,94384,0,0,1111,24,790,160,45,172,ZAF,80k-100k,65+,2302,2
68,Graduation,Together,94384,0,0,1111,24,790,160,45,172,RUS,80k-100k,65+,2302,2
31,Graduation,Single,34412,1,0,52,12,50,4,36,55,AUS,20k-40k,25-35,209,1
36,Graduation,Married,31158,1,0,25,6,16,20,0,5,RUS,20k-40k,35-45,72,0
70,Graduation,Married,34838,1,1,28,23,29,29,14,47,CAN,20k-40k,65+,170,1
42,Graduation,Married,56775,0,1,614,35,160,58,35,35,RUS,40k-60k,35-45,937,3
72,PhD,Widow,54356,0,1,710,15,30,20,0,0,RUS,40k-60k,65+,775,3
43,PhD,Married,72159,0,0,322,53,899,34,40,53,RUS,60k-80k,35-45,1401,3
30,Graduation,Single,8028,0,0,73,18,66,7,12,2,RUS,0-20k,25-35,178,0
69,Master,Together,55951,0,1,1241,0,80,0,13,40,ZAF,40k-60k,65+,1374,3
72,PhD,Together,67911,0,1,529,0,356,63,28,0,RUS,60k-80k,65+,976,3
72,PhD,Together,67911,0,1,529,0,356,63,28,0,DEU,60k-80k,65+,976,3
48,PhD,Together,20427,1,0,5,0,4,0,0,1,RUS,20k-40k,45-55,10,0
51,PhD,Single,32303,0,1,35,0,2,0,0,2,IND,20k-40k,45-55,39,0
53,PhD,Married,55954,0,1,447,0,28,0,0,43,AUS,40k-60k,45-55,518,3
45,PhD,Together,49187,0,1,81,1,31,2,1,0,RUS,40k-60k,35-45,116,1
49,Master,Together,49854,1,0,123,17,171,39,0,30,CAN,40k-60k,45-55,380,1
43,Graduation,Divorced,63693,0,1,587,43,337,42,87,54,ZAF,60k-80k,35-45,1150,3
43,Graduation,Divorced,63693,0,1,587,43,337,42,87,54,ZAF,60k-80k,35-45,1150,3
36,Master,Married,19510,2,0,9,0,7,3,4,7,CAN,0-20k,35-45,30,0
62,Graduation,Divorced,52332,0,0,212,5,33,7,0,2,IND,40k-60k,55-65,259,1
48,Graduation,Together,55593,0,1,293,8,124,11,4,106,IND,40k-60k,45-55,546,3
72,Graduation,Together,54591,0,1,376,4,94,12,9,24,AUS,40k-60k,65+,519,3
72,2n Cycle,Widow,74859,0,0,570,73,614,133,102,73,CAN,60k-80k,65+,1565,2
50,Graduation,Divorced,40851,1,1,23,1,7,0,4,24,CAN,40k-60k,45-55,59,1
72,PhD,Married,58607,0,1,867,0,86,0,0,19,USA,40k-60k,65+,972,3
29,Basic,Single,7500,1,0,10,17,18,8,26,40,RUS,0-20k,25-35,119,0
46,PhD,Single,52614,0,1,789,0,142,12,9,38,RUS,40k-60k,45-55,990,1
46,PhD,Single,52614,0,1,789,0,142,12,9,38,MNE,40k-60k,45-55,990,1
47,Graduation,Married,67445,0,1,757,80,217,29,80,11,RUS,60k-80k,45-55,1174,3
47,Graduation,Married,67445,0,1,757,80,217,29,80,11,IND,60k-80k,45-55,1174,3
47,Graduation,Married,67445,0,1,757,80,217,29,80,11,AUS,60k-80k,45-55,1174,3
53,PhD,Married,36778,1,1,29,4,34,2,4,4,RUS,20k-40k,45-55,77,1
38,Graduation,Together,39453,1,0,46,0,7,0,0,2,RUS,20k-40k,35-45,55,1
52,PhD,Together,42731,1,0,159,2,51,6,2,24,ZAF,40k-60k,45-55,244,1
56,PhD,Single,40760,0,1,70,0,17,0,0,6,CAN,40k-60k,55-65,93,1
56,PhD,Married,69969,0,0,882,29,514,38,29,44,RUS,60k-80k,55-65,1536,3
66,Graduation,Single,80317,0,0,536,11,387,149,91,57,CAN,80k-100k,65+,1231,2
64,Master,Together,66636,0,0,291,10,689,84,10,0,RUS,60k-80k,55-65,1084,3
46,Master,Married,54730,0,1,318,3,17,4,7,56,RUS,40k-60k,45-55,405,3
50,Master,Divorced,42835,1,1,379,4,93,12,9,98,IND,40k-60k,45-55,595,1
56,Master,Married,53843,0,1,378,0,88,19,4,73,ZAF,40k-60k,55-65,562,3
61,Graduation,Married,79530,0,0,333,0,815,129,42,29,RUS,60k-80k,55-65,1348,2
53,Master,Divorced,63841,0,1,635,15,100,20,7,131,ZAF,60k-80k,45-55,908,3
53,Master,Divorced,63841,0,1,635,15,100,20,7,131,RUS,60k-80k,45-55,908,3
53,Master,Divorced,63841,0,1,635,15,100,20,7,131,AUS,60k-80k,45-55,908,3
38,Master,Married,27100,1,0,12,0,13,2,0,10,RUS,20k-40k,35-45,37,0
38,Master,Married,27100,1,0,12,0,13,2,0,10,DEU,20k-40k,35-45,37,0
45,Master,Single,72309,0,0,960,0,883,50,38,0,CAN,60k-80k,35-45,1931,3
62,Graduation,Single,50664,1,1,313,8,104,6,4,126,ZAF,40k-60k,55-65,561,1
42,Basic,Single,20194,1,0,0,4,7,11,10,15,RUS,20k-40k,35-45,47,0
46,PhD,Married,76618,0,0,749,40,294,121,160,147,AUS,60k-80k,45-55,1511,2
47,PhD,Married,45207,1,1,203,0,10,0,0,2,RUS,40k-60k,45-55,215,1
49,Graduation,Married,56721,1,1,157,6,39,6,13,75,RUS,40k-60k,45-55,296,3
55,Graduation,Widow,27038,0,0,1,26,25,17,23,15,ZAF,20k-40k,45-55,107,0
44,Graduation,Single,23763,1,0,22,0,6,6,2,6,RUS,20k-40k,35-45,42,0
46,Graduation,Married,37085,1,1,39,1,16,2,0,3,IND,20k-40k,45-55,61,1
55,Master,Married,49605,0,0,42,16,29,12,20,8,CAN,40k-60k,45-55,127,1
50,Graduation,Divorced,1730,0,0,1,1,3,1,1,1,RUS,0-20k,45-55,8,0
26,Graduation,Single,34824,0,0,4,2,11,2,0,4,USA,20k-40k,25-35,23,1
26,Graduation,Single,34824,0,0,4,2,11,2,0,4,RUS,20k-40k,25-35,23,1
47,Master,Married,63206,0,0,750,8,125,11,8,26,CAN,60k-80k,45-55,928,3
49,Graduation,Divorced,26759,1,0,25,3,16,8,5,2,AUS,20k-40k,45-55,59,0
45,PhD,Divorced,55412,1,1,10,5,28,11,1,8,CAN,40k-60k,35-45,63,3
47,Graduation,Together,33590,2,1,4,0,2,0,0,2,CAN,20k-40k,45-55,8,0
50,Graduation,Married,70886,1,0,407,70,239,103,88,53,RUS,60k-80k,45-55,960,3
52,Graduation,Single,72679,0,1,619,54,260,127,54,54,RUS,60k-80k,45-55,1168,3
78,Master,Married,65073,0,0,629,17,177,69,0,8,RUS,60k-80k,65+,900,3
56,Graduation,Married,44300,1,1,30,0,9,0,0,3,RUS,40k-60k,55-65,42,1
68,Master,Together,56129,0,1,320,48,133,39,72,48,CAN,40k-60k,65+,660,3
68,Master,Together,56129,0,1,320,48,133,39,72,48,RUS,40k-60k,65+,660,3
50,Graduation,Together,38590,1,0,3,1,8,4,3,3,ZAF,20k-40k,45-55,22,1
63,2n Cycle,Together,53083,1,1,215,7,33,3,0,13,IND,40k-60k,55-65,271,1
45,2n Cycle,Single,79689,0,0,311,26,640,180,37,121,RUS,60k-80k,35-45,1315,2
55,Graduation,Single,34704,0,1,29,0,5,0,1,5,CAN,20k-40k,45-55,40,1
